"","Gene","Product"
"5635","CNAG_05696","ubiquitin-conjugating enzyme E2-16 kDa"
"5636","CNAG_05697","hypothetical protein"
"5637","CNAG_05698","hypothetical protein"
"5638","CNAG_05699","hypothetical protein"
"5639","CNAG_05700","endoplasmic reticulum protein"
"5640","CNAG_05701","actin lateral binding protein"
"5641","CNAG_05702","hypothetical protein"
"5642","CNAG_05703","rho GTPase activator"
"5643","CNAG_05704","ESCRT-II complex subunit VPS22"
"5644","CNAG_05705","hypothetical protein"
"5645","CNAG_05706","hypothetical protein"
"5646","CNAG_05707","cytoplasmic protein"
"5647","CNAG_05708","ubiquitin carboxyl-terminal hydrolase 5/13"
"5648","CNAG_05711","hypothetical protein"
"5649","CNAG_05712","6,7-dimethyl-8-ribityllumazine synthase"
"5650","CNAG_05713","elongator complex protein 1"
"5651","CNAG_05714","hypothetical protein"
"5652","CNAG_05715","charged multivesicular body protein 5"
"5653","CNAG_05716","hypothetical protein"
"5654","CNAG_05717","hypothetical protein"
"5655","CNAG_05718","multidrug resistance protein fnx1"
"5656","CNAG_05719","hypothetical protein"
"5657","CNAG_05720","GTPase inhibitor"
"5658","CNAG_05721","multifunctional beta-oxidation protein"
"5659","CNAG_05722","alanine-tRNA ligase"
"5660","CNAG_05723","alcohol dehydrogenase"
"5661","CNAG_05724","hypothetical protein"
"5662","CNAG_05725","ketol-acid reductoisomerase, mitochondrial"
"5663","CNAG_05726","hypothetical protein"
"5664","CNAG_05727","hypothetical protein"
"5665","CNAG_05728","hypothetical protein"
"5666","CNAG_05729","hypothetical protein"
"5667","CNAG_05730","acyl-protein thioesterase 1"
"5668","CNAG_05731","glyoxal oxidase"
"5669","CNAG_05732","hypothetical protein"
"5670","CNAG_05733","cytoplasmic protein"
"5671","CNAG_05734","hypothetical protein"
"5672","CNAG_05734","hypothetical protein, variant"
"5673","CNAG_05735","hypothetical protein"
"5674","CNAG_05735","hypothetical protein, variant"
"5675","CNAG_05736","hypothetical protein"
"5676","CNAG_05737","oligopeptide transporter 8"
"5677","CNAG_05738","hypothetical protein"
"5678","CNAG_05739","hypothetical protein"
"5679","CNAG_05740","protein farnesyltransferase subunit beta, variant"
"5680","CNAG_05740","protein farnesyltransferase subunit beta"
"5681","CNAG_05741","hypothetical protein"
"5682","CNAG_05741","hypothetical protein, variant"
"5683","CNAG_05742","hypothetical protein"
"5684","CNAG_05743","anaphase-promoting complex subunit 10"
"5685","CNAG_05744","2-dehydropantoate 2-reductase"
"5686","CNAG_05745","cytoplasmic protein"
"5687","CNAG_05746","Swi5-dependent recombination DNA repair protein 1, variant"
"5688","CNAG_05746","Swi5-dependent recombination DNA repair protein 1"
"5689","CNAG_05747","vacuolar protein sorting-associated protein VTA1"
"5690","CNAG_05747","vacuolar protein sorting-associated protein VTA1, variant 2"
"5691","CNAG_05747","vacuolar protein sorting-associated protein VTA1, variant 1"
"5692","CNAG_05748","NuA3 HAT complex component NTO1"
"5693","CNAG_05748","NuA3 HAT complex component NTO1, variant"
"5694","CNAG_05749","hypothetical protein"
"5695","CNAG_05750","ATP synthase subunit alpha, mitochondrial"
"5696","CNAG_05751","hypothetical protein"
"5697","CNAG_05752","kinesin family member C1"
"5698","CNAG_05753","N-acetyl-gamma-glutamyl-phosphate reductase"
"5699","CNAG_05753","N-acetyl-gamma-glutamyl-phosphate reductase, variant"
"5700","CNAG_05755","protein MAK16"
"5701","CNAG_05756","mitochondrial protein"
"5702","CNAG_05757","hypothetical protein"
"5703","CNAG_05758","SFT2 domain-containing protein"
"5704","CNAG_05759","acetyl-CoA carboxylase/biotin carboxylase"
"5705","CNAG_05760","endoplasmic reticulum protein"
"5706","CNAG_05761","cyclin-dependent kinase regulatory subunit CKS1"
"5707","CNAG_05762","large subunit acidic ribosomal protein P2"
"5708","CNAG_05763","hypothetical protein"
"5709","CNAG_05764","small subunit ribosomal protein S5"
"5710","CNAG_05765","ubiquitin-conjugating enzyme E2 J2"
"5711","CNAG_05766","endoglucanase C"
"5712","CNAG_05767","hypothetical protein"
"5713","CNAG_05767","hypothetical protein, variant"
"5714","CNAG_05768","hypothetical protein"
"5715","CNAG_05769","cytoplasmic protein"
"5716","CNAG_05770","proteasome component PRE2"
"5717","CNAG_05771","serine/threonine-protein kinase TEL1"
"5718","CNAG_05771","serine/threonine-protein kinase TEL1, variant"
"5719","CNAG_05772","hypothetical protein"
"5720","CNAG_05773","F-box and WD-40 domain-containing protein MET30"
"5721","CNAG_05774","hypothetical protein"
"5722","CNAG_05774","hypothetical protein, variant"
"5723","CNAG_05775","phosphatidylinositol glycan, class S"
"5724","CNAG_05776","hypothetical protein"
"5725","CNAG_05777","hypothetical protein"
"5726","CNAG_05778","WSC domain-containing protein"
"5727","CNAG_05778","WSC domain-containing protein, variant"
"5728","CNAG_05781","dynein light chain LC8-type"
"5729","CNAG_05782","mortality factor 4-like protein 1"
"5730","CNAG_05783","transcription initiation factor TFIIB"
"5731","CNAG_05784","hypothetical protein"
"5732","CNAG_05784","hypothetical protein, variant"
"5733","CNAG_05785","hypothetical protein"
"5734","CNAG_05786","hypothetical protein, variant"
"5735","CNAG_05787","symplekin"
"5736","CNAG_05788","V-type ATPase, G subunit"
"5737","CNAG_05789","hypothetical protein"
"5738","CNAG_05790","OPT family small oligopeptide transporter"
"5739","CNAG_05791","hypothetical protein"
"5740","CNAG_05792","20S proteasome subunit alpha 3"
"5741","CNAG_05793","hypothetical protein"
"5742","CNAG_05794","mps1 binder"
"5743","CNAG_05795","mitogen-activated protein kinase organizer 1"
"5744","CNAG_05797","5'-3' exoribonuclease 2"
"5745","CNAG_05798","signal recognition particle subunit SRP9"
"5746","CNAG_05799","chitin deacetylase"
"5747","CNAG_05800","large subunit ribosomal protein L33-b"
"5748","CNAG_05801","hypothetical protein"
"5749","CNAG_05802","D-aspartate oxidase"
"5750","CNAG_05803","exo-beta-1,3-glucanase"
"5751","CNAG_05804","nuclear pore complex protein Nup188"
"5752","CNAG_05805","hypothetical protein"
"5753","CNAG_05806","hypothetical protein"
"5754","CNAG_05807","hypothetical protein"
"5755","CNAG_05808","syntaxin 18"
"5756","CNAG_05809","ferrochelatase"
"5757","CNAG_05810","hypothetical protein"
"5758","CNAG_05811","hypothetical protein"
"5759","CNAG_05812","potassium:hydrogen antiporter, variant"
"5760","CNAG_05812","potassium:hydrogen antiporter"
"5761","CNAG_05813","hypothetical protein"
"5762","CNAG_05814","small subunit ribosomal protein S10e"
"5763","CNAG_05815","glucosidase"
"5764","CNAG_05816","hypothetical protein"
"5765","CNAG_05817","GDP-mannose transporter 1"
"5766","CNAG_05818","chitin synthase"
"5767","CNAG_05819","hypothetical protein"
"5768","CNAG_05820","tryptophan aminotransferase"
"5769","CNAG_05821","hypothetical protein"
"5770","CNAG_05822","protein RAI1"
"5771","CNAG_05823","hypothetical protein"
"5772","CNAG_05824","WD-repeat protein 68"
"5773","CNAG_05825","minichromosome maintenance protein 7 (cell division control protein 47)"
"5774","CNAG_05826","translation elongation factor Tu"
"5775","CNAG_05827","methionine-tRNA ligase, beta subunit"
"5776","CNAG_05828","UDP-N-acetylglucosamine pyrophosphorylase"
"5777","CNAG_05829","hypothetical protein"
"5778","CNAG_05830","cytoplasmic protein, variant"
"5779","CNAG_05830","cytoplasmic protein"
"5780","CNAG_05831","endoribonuclease"
"5781","CNAG_05832","hypothetical protein"
"5782","CNAG_05833","allantoate transporter"
"5783","CNAG_05834","hypothetical protein"
"5784","CNAG_05834","hypothetical protein, variant"
"5785","CNAG_05835","hypothetical protein, variant"
"5786","CNAG_05835","hypothetical protein"
"5787","CNAG_05836","alpha 1,6-mannosyltransferase"
"5788","CNAG_05838","GTPase activating protein"
"5789","CNAG_05839","cytochrome c oxidase subunit 6b, variant"
"5790","CNAG_05839","cytochrome c oxidase subunit 6b"
"5791","CNAG_05840","hypothetical protein"
"5792","CNAG_05841","hypothetical protein"
"5793","CNAG_05842","cytochrome P450"
"5794","CNAG_05843","translation initiation factor 4E"
"5795","CNAG_05844","mitochondrial import inner membrane translocase subunit TIM8"
"5796","CNAG_05845","protein FAM32A"
"5797","CNAG_05846","ubiquitin-conjugating enzyme E2 O"
"5798","CNAG_05847","thioredoxin reductase"
"5799","CNAG_05848","splicing factor U2AF 65 kDa subunit"
"5800","CNAG_05851","glycerol transporter"
"5801","CNAG_05852","heme oxygenase 2"
"5802","CNAG_05853","hypothetical protein"
"5803","CNAG_05854","hypothetical protein"
"5804","CNAG_05855","hypothetical protein"
"5805","CNAG_05858","hypothetical protein"
"5806","CNAG_05859","hypothetical protein"
"5807","CNAG_05860","sterol O-acyltransferase"
"5808","CNAG_05860","sterol O-acyltransferase, variant"
"5809","CNAG_05861","hypothetical protein"
"5810","CNAG_05861","hypothetical protein, variant"
"5811","CNAG_05862","DNA excision repair protein ERCC-1"
"5812","CNAG_05862","DNA excision repair protein ERCC-1, variant"
"5813","CNAG_05863","hypothetical protein"
"5814","CNAG_05864","hypothetical protein"
"5815","CNAG_05865","20S proteasome subunit beta 6"
"5816","CNAG_05866","plasma membrane fusion protein PRM1"
"5817","CNAG_05867","L-fucose transporter"
"5818","CNAG_05868","glutamate-1-semialdehyde 2,1-aminomutase"
"5819","CNAG_05869","endopeptidase"
"5820","CNAG_05870","hypothetical protein"
"5821","CNAG_05870","hypothetical protein, variant"
"5822","CNAG_05871","hypothetical protein"
"5823","CNAG_05872","endopeptidase"
"5824","CNAG_05873","hypothetical protein"
"5825","CNAG_05874","hypothetical protein"
"5826","CNAG_05875","cytochrome c heme-lyase"
"5827","CNAG_05876","hypothetical protein, variant 1"
"5828","CNAG_05876","hypothetical protein, variant 2"
"5829","CNAG_05876","hypothetical protein"
"5830","CNAG_05877","CDK-activating kinase assembly factor MAT1"
"5831","CNAG_05878","hypothetical protein"
"5832","CNAG_05879","hypothetical protein"
"5833","CNAG_05880","hypothetical protein"
"5834","CNAG_05881","alpha-1,2-mannosyltransferase"
"5835","CNAG_05882","class E vacuolar protein-sorting machinery protein HSE1, variant"
"5836","CNAG_05882","class E vacuolar protein-sorting machinery protein HSE1"
"5837","CNAG_05884","importin beta-4 subunit"
"5838","CNAG_05885","hypothetical protein"
"5839","CNAG_05886","ubiquitin-conjugating enzyme E2"
"5840","CNAG_05887","pre-mRNA-splicing factor 18"
"5841","CNAG_05888","hypothetical protein"
"5842","CNAG_05889","hypothetical protein"
"5843","CNAG_05890","guanine nucleotide-binding protein subunit gamma"
"5844","CNAG_05891","TDG/mug DNA glycosylase"
"5845","CNAG_05892","phosphoglycerate mutase"
"5846","CNAG_05893","hypothetical protein"
"5847","CNAG_05894","dynein heavy chain 1, cytosolic"
"5848","CNAG_05895","protein CFT1"
"5849","CNAG_05896","ubiquitin-like 1-activating enzyme E1 B"
"5850","CNAG_05897","hypothetical protein"
"5851","CNAG_05898","precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase"
"5852","CNAG_05899","pyrroline-5-carboxylate reductase"
"5853","CNAG_05900","glycine-tRNA ligase"
"5854","CNAG_05901","hypothetical protein"
"5855","CNAG_05902","AP-3 complex subunit sigma"
"5856","CNAG_05903","hypothetical protein"
"5857","CNAG_05904","small subunit ribosomal protein S14"
"5858","CNAG_05905","transcription factor IIIB 90 kDa subunit"
"5859","CNAG_05906","hypothetical protein"
"5860","CNAG_05907","pyruvate carboxylase"
"5861","CNAG_05908","hypothetical protein"
"5862","CNAG_05909","cytochrome c1, heme protein, mitochondrial"
"5863","CNAG_05910","hypothetical protein"
"5864","CNAG_05911","hypothetical protein"
"5865","CNAG_05912","hypothetical protein"
"5866","CNAG_05913","alpha-glucosidase"
"5867","CNAG_05914","MFS transporter, SP family, general alpha glucoside:H symporter"
"5868","CNAG_05915","hypothetical protein"
"5869","CNAG_05916","hypothetical protein"
"5870","CNAG_05917","hypothetical protein"
"5871","CNAG_05918","ATP synthase subunit beta, mitochondrial"
"5872","CNAG_05919","hypothetical protein"
"5873","CNAG_05920","tRNA-specific adenosine deaminase 2"
"5874","CNAG_05921","2-acylglycerol O-acyltransferase 2"
"5875","CNAG_05924","hypothetical protein"
"5876","CNAG_05925","septin ring protein"
"5877","CNAG_05926","U2 small nuclear ribonucleoprotein A'"
"5878","CNAG_05927","ATP synthase mitochondrial F1 complex assembly factor 1"
"5879","CNAG_05928","hypothetical protein, variant"
"5880","CNAG_05928","hypothetical protein"
"5881","CNAG_05929","MFS transporter, SP family, general alpha glucoside:H symporter"
"5882","CNAG_05930","hypothetical protein"
"5883","CNAG_05931","protein BTN1"
"5884","CNAG_05932","peptidyl-prolyl cis-trans isomerase D"
"5885","CNAG_05933","hypothetical protein"
"5886","CNAG_05934","hypothetical protein"
"5887","CNAG_05935","UMP-CMP kinase"
"5888","CNAG_05936","DNA-directed RNA polymerase III subunit RPC1"
"5889","CNAG_05937","hypothetical protein, variant"
"5890","CNAG_05938","hypothetical protein"
"5891","CNAG_05939","hypothetical protein, variant"
"5892","CNAG_05939","hypothetical protein"
"5893","CNAG_05940","hypothetical protein"
"5894","CNAG_05941","hypothetical protein"
"5895","CNAG_05962","hypothetical protein, variant 2"
"5896","CNAG_05962","hypothetical protein, variant 1"
"5897","CNAG_05962","hypothetical protein"
"5898","CNAG_05963","hypothetical protein"
"5899","CNAG_05964","poly(3-hydroxybutyrate) depolymerase"
"5900","CNAG_05965","hypothetical protein"
"5901","CNAG_05967","hypothetical protein"
"5902","CNAG_05968","cell division control protein 42"
"5903","CNAG_05969","O-sialoglycoprotein endopeptidase"
"5904","CNAG_05970","STE/STE20/PAKA protein kinase"
"5905","CNAG_05971","hypothetical protein"
"5906","CNAG_05972","hypothetical protein"
"5907","CNAG_05973","serine carboxypeptidase"
"5908","CNAG_05974","hypothetical protein"
"5909","CNAG_05975","ribonuclease Z"
"5910","CNAG_05976","nucleolar protein 58"
"5911","CNAG_05977","proteasome activator subunit 4"
"5912","CNAG_05978","glutamate-tRNA ligase"
"5913","CNAG_05979","phosphoglycerate dehydrogenase"
"5914","CNAG_05980","large subunit ribosomal protein L7/L12"
"5915","CNAG_05981","dynein light chain roadblock-type"
"5916","CNAG_05981","dynein light chain roadblock-type, variant 1"
"5917","CNAG_05981","dynein light chain roadblock-type, variant 2"
"5918","CNAG_05982","MFS transporter, SP family, general alpha glucoside:H symporter"
"5919","CNAG_05986","hypothetical protein"
"5920","CNAG_05987","hypothetical protein"
"5921","CNAG_05988","hypothetical protein"
"5922","CNAG_05989","hypothetical protein"
"5923","CNAG_05990","hypothetical protein"
"5924","CNAG_05991","glycosyl hydrolase family 88"
"5925","CNAG_05991","glycosyl hydrolase family 88, variant"
"5926","CNAG_05992","hypothetical protein"
"5927","CNAG_05993","transmembrane transporter Liz1p, variant"
"5928","CNAG_05993","transmembrane transporter Liz1p"
"5929","CNAG_05994","multidrug transporter"
"5930","CNAG_05995","hypothetical protein"
"5931","CNAG_05996","solute carrier family 32 (vesicular inhibitory amino acid transporter)"
"5932","CNAG_05997","hypothetical protein"
"5933","CNAG_05998","rho family protein"
"5934","CNAG_05999","peptide alpha-N-acetyltransferase"
"5935","CNAG_06000","glycoprotein"
"5936","CNAG_06001","phosphomevalonate kinase"
"5937","CNAG_06002","tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase"
"5938","CNAG_06003","hypothetical protein"
"5939","CNAG_06004","transcription initiation factor TFIIH subunit 3"
"5940","CNAG_06005","U3 small nucleolar RNA-associated protein 4"
"5941","CNAG_06006","hypothetical protein"
"5942","CNAG_06007","U3 small nucleolar RNA-associated protein 23"
"5943","CNAG_06008","asparaginase"
"5944","CNAG_06009","cyclohydrolase"
"5945","CNAG_06010","aldehyde dehydrogenase (NAD)"
"5946","CNAG_06010","aldehyde dehydrogenase (NAD), variant"
"5947","CNAG_06011","hypothetical protein"
"5948","CNAG_06012","NADH-cytochrome b5 reductase 1"
"5949","CNAG_06013","vacuolar protein"
"5950","CNAG_06015","hypothetical protein"
"5951","CNAG_06016","hypothetical protein"
"5952","CNAG_06017","hypothetical protein"
"5953","CNAG_06018","aldehyde dehydrogenase (NAD), variant"
"5954","CNAG_06018","aldehyde dehydrogenase (NAD)"
"5955","CNAG_06019","hypothetical protein, variant"
"5956","CNAG_06019","hypothetical protein"
"5957","CNAG_06020","hypothetical protein"
"5958","CNAG_06021","rab GTPase activator"
"5959","CNAG_06022","trans-aconitate 3-methyltransferase"
"5960","CNAG_06023","hypothetical protein"
"5961","CNAG_06024","peroxin-14"
"5962","CNAG_06026","aspartate aminotransferase"
"5963","CNAG_06027","aryl-alcohol dehydrogenase"
"5964","CNAG_06028","hypothetical protein"
"5965","CNAG_06029","peptidyl-tRNA hydrolase ICT1"
"5966","CNAG_06030","hypothetical protein"
"5967","CNAG_06031","beta-glucan synthesis-associated protein, variant"
"5968","CNAG_06031","beta-glucan synthesis-associated protein"
"5969","CNAG_06032","ADP-ribosylation factor-like 2"
"5970","CNAG_06032","ADP-ribosylation factor-like 2, variant"
"5971","CNAG_06033","pfkB family carbohydrate kinase superfamily"
"5972","CNAG_06034","allantoin permease"
"5973","CNAG_06035","alcohol dehydrogenase"
"5974","CNAG_06036","hypothetical protein"
"5975","CNAG_06048","hypothetical protein"
"5976","CNAG_06049","GTP-binding protein ryh1"
"5977","CNAG_06050","UDP-glucose 4-epimerase"
"5978","CNAG_06050","UDP-glucose 4-epimerase, variant"
"5979","CNAG_06051","galactokinase"
"5980","CNAG_06052","galactose-1-phosphate uridylyltransferase"
"5981","CNAG_06055","hypothetical protein"
"5982","CNAG_06056","hypothetical protein"
"5983","CNAG_06058","protein DGCR14"
"5984","CNAG_06059","cytoplasmic protein"
"5985","CNAG_06060","hypothetical protein"
"5986","CNAG_06061","translation initiation factor 3 subunit E"
"5987","CNAG_06062","hypothetical protein"
"5988","CNAG_06063","cytochrome c oxidase assembly protein subunit 15"
"5989","CNAG_06064","hypothetical protein"
"5990","CNAG_06065","inositol polyphosphate-5-phosphatase F, variant"
"5991","CNAG_06065","inositol polyphosphate-5-phosphatase F"
"5992","CNAG_06066","nucleoside-diphosphate-sugar epimerase"
"5993","CNAG_06067","hypothetical protein"
"5994","CNAG_06068","chromatin structure-remodeling complex subunit RSC1/2"
"5995","CNAG_06071","hypothetical protein"
"5996","CNAG_06072","chorismate mutase"
"5997","CNAG_06073","hypothetical protein, variant"
"5998","CNAG_06073","hypothetical protein"
"5999","CNAG_06074","cytoplasmic protein, variant"
"6000","CNAG_06074","cytoplasmic protein"
"6001","CNAG_06075","hypothetical protein"
"6002","CNAG_06076","cytoplasmic protein"
"6003","CNAG_06077","mRNA export factor"
"6004","CNAG_06078","hypothetical protein"
"6005","CNAG_06079","proliferating cell nuclear antigen (pcna)"
"6006","CNAG_06080","inositol/phosphatidylinositol phosphatase"
"6007","CNAG_06081","glucose oxidase"
"6008","CNAG_06082","delayed-type hypersensitivity antigen"
"6009","CNAG_06085","phospholipase B"
"6010","CNAG_06086","CMGC/CDK/CDK8 protein kinase"
"6011","CNAG_06087","kinetochore protein Spc7/SPC105"
"6012","CNAG_06088","aspartate aminotransferase, mitochondrial, variant"
"6013","CNAG_06088","aspartate aminotransferase, mitochondrial"
"6014","CNAG_06090","hypothetical protein"
"6015","CNAG_06092","cyclin"
"6016","CNAG_06093","protein transporter SEC24"
"6017","CNAG_06094","hypothetical protein"
"6018","CNAG_06095","large subunit ribosomal protein L13e"
"6019","CNAG_06096","tricarboxylate carrier"
"6020","CNAG_06097","hypothetical protein"
"6021","CNAG_06098","glucosamine-6-phosphate deaminase"
"6022","CNAG_06099","hypothetical protein"
"6023","CNAG_06100","hypothetical protein"
"6024","CNAG_06101","ADP,ATP carrier protein"
"6025","CNAG_06102","ADP,ATP carrier protein"
"6026","CNAG_06102","ADP,ATP carrier protein, variant 1"
"6027","CNAG_06102","ADP,ATP carrier protein, variant 2"
"6028","CNAG_06102","ADP,ATP carrier protein, variant 3"
"6029","CNAG_06103","RNA binding protein"
"6030","CNAG_06104","hypothetical protein"
"6031","CNAG_06105","hypothetical protein"
"6032","CNAG_06106","chaperone regulator"
"6033","CNAG_06107","G protein beta subunit-like"
"6034","CNAG_06108","hypothetical protein, variant"
"6035","CNAG_06108","hypothetical protein"
"6036","CNAG_06109","hypothetical protein"
"6037","CNAG_06109","hypothetical protein, variant"
"6038","CNAG_06112","carbamoyl-phosphate synthase arginine-specific large chain"
"6039","CNAG_06113","hypothetical protein"
"6040","CNAG_06114","rab family protein"
"6041","CNAG_06115","acid phosphatase"
"6042","CNAG_06117","hypothetical protein"
"6043","CNAG_06117","hypothetical protein, variant 1"
"6044","CNAG_06117","hypothetical protein, variant 2"
"6045","CNAG_06118","hypothetical protein"
"6046","CNAG_06119","spermine transporter"
"6047","CNAG_06120","cardiolipin synthase"
"6048","CNAG_06121","hypothetical protein"
"6049","CNAG_06121","hypothetical protein, variant"
"6050","CNAG_06122","glycerol-1-phosphatase"
"6051","CNAG_06123","leucine-tRNA ligase"
"6052","CNAG_06125","elongation factor 1-alpha"
"6053","CNAG_06126","Pin2-interacting protein X1"
"6054","CNAG_06127","ribosome biogenesis protein NSA2"
"6055","CNAG_06128","hypothetical protein"
"6056","CNAG_06129","cytoplasmic protein"
"6057","CNAG_06130","hypothetical protein"
"6058","CNAG_06131","hypothetical protein"
"6059","CNAG_06132","glycerol-1-phosphatase"
"6060","CNAG_06134","hypothetical protein"
"6061","CNAG_06135","hypothetical protein"
"6062","CNAG_06136","hypothetical protein"
"6063","CNAG_06137","hypothetical protein"
"6064","CNAG_06138","NADH dehydrogenase (ubiquinone) Fe-S protein 6"
"6065","CNAG_06139","hypothetical protein"
"6066","CNAG_06140","long-chain fatty acid transporter"
"6067","CNAG_06141","dUTP pyrophosphatase"
"6068","CNAG_06142","DNA polymerase alpha subunit B"
"6069","CNAG_06143","alkylated DNA repair protein AlkB"
"6070","CNAG_06144","cytoplasmic protein"
"6071","CNAG_06145","hypothetical protein"
"6072","CNAG_06145","hypothetical protein, variant"
"6073","CNAG_06147","hypothetical protein"
"6074","CNAG_06148","hypothetical protein"
"6075","CNAG_06149","hypothetical protein, variant"
"6076","CNAG_06149","hypothetical protein"
"6077","CNAG_06150","hsp90-like protein"
"6078","CNAG_06151","osomolarity two-component system, phosphorelay intermediate protein YPD1"
"6079","CNAG_06152","hypothetical protein"
"6080","CNAG_06153","26S protease regulatory subunit 6A-B"
"6081","CNAG_06154","cytoplasmic protein"
"6082","CNAG_06155","hypothetical protein"
"6083","CNAG_06156","hypothetical protein, variant"
"6084","CNAG_06156","hypothetical protein"
"6085","CNAG_06157","hypothetical protein"
"6086","CNAG_06158","hypothetical protein"
"6087","CNAG_06159","hypothetical protein, variant"
"6088","CNAG_06159","hypothetical protein"
"6089","CNAG_06160","guanyl nucleotide exchange factor Sql2"
"6090","CNAG_06161","hypothetical protein, variant"
"6091","CNAG_06161","hypothetical protein"
"6092","CNAG_06162","hypothetical protein"
"6093","CNAG_06163","hypothetical protein"
"6094","CNAG_06164","hypothetical protein"
"6095","CNAG_06165","sterility protein Ste20"
"6096","CNAG_06166","ATP-dependent DNA helicase MPH1"
"6097","CNAG_06167","metal homeostatis protein bsd2"
"6098","CNAG_06168","S-(hydroxymethyl)glutathione dehydrogenase"
"6099","CNAG_06169","hypothetical protein"
"6100","CNAG_06170","S-formylglutathione hydrolase"
"6101","CNAG_06172","transketolase"
"6102","CNAG_06173","hypothetical protein"
"6103","CNAG_06174","PEK/GCN2 protein kinase"
"6104","CNAG_06175","26S proteasome regulatory subunit N2"
"6105","CNAG_06178","hypothetical protein"
"6106","CNAG_06179","cytoplasmic protein"
"6107","CNAG_06180","NADH dehydrogenase (ubiquinone) Fe-S protein 4"
"6108","CNAG_06181","hypothetical protein"
"6109","CNAG_06182","minichromosome maintenance protein 4 (cell division control protein 54)"
"6110","CNAG_06183","origin recognition complex subunit 4"
"6111","CNAG_06184","hypothetical protein"
"6112","CNAG_06184","hypothetical protein, variant"
"6113","CNAG_06185","hypothetical protein"
"6114","CNAG_06185","hypothetical protein, variant"
"6115","CNAG_06186","hypothetical protein"
"6116","CNAG_06186","hypothetical protein, variant 1"
"6117","CNAG_06186","hypothetical protein, variant 2"
"6118","CNAG_06188","hypothetical protein"
"6119","CNAG_06190","N-acetylglucosamine-6-phosphate deacetylase"
"6120","CNAG_06191","hypothetical protein"
"6121","CNAG_06192","hypothetical protein"
"6122","CNAG_06193","CMGC/RCK protein kinase"
"6123","CNAG_06194","hypothetical protein"
"6124","CNAG_06195","hypothetical protein"
"6125","CNAG_06196","synaptosomal-associated protein, 23kDa"
"6126","CNAG_06197","hypothetical protein"
"6127","CNAG_06199","nuclear DNA helicase II"
"6128","CNAG_06200","hypothetical protein"
"6129","CNAG_06200","hypothetical protein, variant"
"6130","CNAG_06201","hypothetical protein"
"6131","CNAG_06202","hypothetical protein"
"6132","CNAG_06203","hypothetical protein"
"6133","CNAG_06203","hypothetical protein, variant"
"6134","CNAG_06204","high-affinity nicotinic acid transporter"
"6135","CNAG_06205","hypothetical protein"
"6136","CNAG_06206","ATP-dependent RNA helicase DBP9"
"6137","CNAG_06207","hypothetical protein"
"6138","CNAG_06208","heat shock 70kDa protein 4"
"6139","CNAG_06213","hypothetical protein"
"6140","CNAG_06214","hypothetical protein"
"6141","CNAG_06215","hypothetical protein"
"6142","CNAG_06216","hypothetical protein"
"6143","CNAG_06217","hypothetical protein"
"6144","CNAG_06217","hypothetical protein, variant"
"6145","CNAG_06218","amidase"
"6146","CNAG_06219","amyloid beta protein binding protein 1"
"6147","CNAG_06220","allergen"
"6148","CNAG_06221","diphthamide biosynthesis protein 2"
"6149","CNAG_06222","large subunit ribosomal protein L32e"
"6150","CNAG_06223","E3 SUMO-protein ligase PIAS1"
"6151","CNAG_06224","nuclear movement protein nudC"
"6152","CNAG_06225","hypothetical protein"
"6153","CNAG_06226","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 5"
"6154","CNAG_06227","fanconi-associated nuclease 1"
"6155","CNAG_06228","MIF4G/MA4 domain-containing protein"
"6156","CNAG_06229","hypothetical protein"
"6157","CNAG_06230","hypothetical protein"
"6158","CNAG_06231","large subunit ribosomal protein L13"
"6159","CNAG_06232","transcription factor C subunit 7, variant"
"6160","CNAG_06232","transcription factor C subunit 7"
"6161","CNAG_06233","hypothetical protein"
"6162","CNAG_06234","hypothetical protein"
"6163","CNAG_06235","hypothetical protein"
"6164","CNAG_06236","RNA exonuclease NGL2"
"6165","CNAG_06237","YeeE/YedE family protein"
"6166","CNAG_06238","glutathione S-transferase"
"6167","CNAG_06239","hypothetical protein"
"6168","CNAG_06240","protein disulfide-isomerase"
"6169","CNAG_06241","acidic laccase"
"6170","CNAG_06242","high-affinity iron permease CaFTR1"
"6171","CNAG_06243","hypothetical protein"
"6172","CNAG_06244","hypothetical protein"
"6173","CNAG_06245","hypothetical protein"
"6174","CNAG_06246","hypothetical protein"
"6175","CNAG_06247","hypothetical protein"
"6176","CNAG_06248","protein TIF31"
"6177","CNAG_06249","taurine catabolism dioxygenase TauD"
"6178","CNAG_06249","taurine catabolism dioxygenase TauD, variant"
"6179","CNAG_06250","hypothetical protein"
"6180","CNAG_06251","ser/Thr protein phosphatase"
"6181","CNAG_06252","hypothetical protein"
"6182","CNAG_06253","sugar transporter"
"6183","CNAG_06256","hypothetical protein"
"6184","CNAG_06259","MFS transporter, SP family, general alpha glucoside:H symporter"
"6185","CNAG_06260","alpha-glucosidase"
"6186","CNAG_06263","hypothetical protein, variant"
"6187","CNAG_06265","high-affinity nicotinic acid transporter"
"6188","CNAG_06266","hypothetical protein"
"6189","CNAG_06267","hypothetical protein"
"6190","CNAG_06271","hypothetical protein"
"6191","CNAG_06272","hypothetical protein"
"6192","CNAG_06273","hypothetical protein"
"6193","CNAG_06274","hypothetical protein"
